return_item_id,return_id,order_item_id,quantity,action,exchange_variant_id,unit_refund_amount
451,326,55997,1.0,refund,,2399.92
453,328,120039,1.0,exchange,909.0,0.0
454,328,120038,9.0,refund,,624.14
455,329,22823,4.0,refund,,1724.28
456,330,109016,6.0,refund,,2611.58
457,331,9405,2.0,exchange,200.0,0.0
458,332,58823,3.0,exchange,966.0,0.0
459,333,148844,3.0,refund,,1035.0
460,334,56052,2.0,refund,,537.27
461,335,69542,1.0,refund,,1832.14
462,336,29458,4.0,refund,,477.39
463,336,29456,1.0,refund,,1042.47
464,337,1305,5.0,refund,,2249.45
465,338,63093,7.0,refund,,36.99
466,339,98239,9.0,refund,,1476.72
467,339,98236,5.0,refund,,704.36
468,340,60887,1.0,refund,,542.8
469,341,88598,2.0,refund,,642.52
470,341,88600,7.0,refund,,544.34
471,342,305,3.0,refund,,2483.8
472,343,92355,5.0,refund,,2692.1
473,343,92356,1.0,refund,,3055.12
474,344,135795,4.0,refund,,738.01
475,345,23977,1.0,exchange,940.0,0.0
476,345,23978,4.0,exchange,833.0,0.0
477,346,68011,8.0,exchange,84.0,0.0
478,347,71097,3.0,exchange,801.0,0.0
479,347,71095,5.0,exchange,46.0,0.0
480,348,131851,1.0,refund,,1752.23
481,349,58670,1.0,exchange,373.0,0.0
482,350,145318,7.0,refund,,3036.68
483,351,127845,1.0,refund,,2118.14
484,352,44616,1.0,refund,,1075.09
485,352,44617,5.0,exchange,330.0,0.0
486,353,14547,5.0,refund,,364.81
487,354,136649,3.0,exchange,856.0,0.0
488,354,136648,2.0,exchange,763.0,0.0
489,355,137846,1.0,refund,,1654.94
490,355,137842,2.0,refund,,1109.29
491,356,55671,7.0,exchange,679.0,0.0
492,357,60921,2.0,refund,,1495.48
493,357,60919,3.0,refund,,496.5
494,358,145681,6.0,refund,,103.95
495,359,148976,1.0,refund,,3733.72
496,360,69251,2.0,refund,,1052.21
497,360,69250,1.0,refund,,751.1
498,361,15409,5.0,refund,,2422.3
499,362,12945,3.0,refund,,1752.23
500,363,136017,3.0,refund,,2650.73
501,364,79652,2.0,refund,,2403.32
502,365,61195,3.0,refund,,1532.52
503,365,61196,3.0,refund,,769.68
504,366,88798,2.0,exchange,615.0,0.0
505,367,122613,2.0,refund,,2641.36
506,368,52686,6.0,refund,,1350.67
507,368,52684,8.0,refund,,1744.87
508,369,35226,7.0,exchange,794.0,0.0
509,370,88173,2.0,refund,,1639.82
510,371,107967,3.0,refund,,500.79
511,372,11713,1.0,exchange,435.0,0.0
512,372,11712,9.0,refund,,718.42
513,373,127894,2.0,refund,,555.33
514,374,139229,1.0,refund,,353.21
515,374,139231,3.0,refund,,444.48
516,375,79251,1.0,refund,,817.89
517,375,79250,3.0,refund,,2223.68
518,376,27217,4.0,refund,,770.28
519,377,10233,1.0,refund,,3194.59
520,377,10232,4.0,refund,,2459.21
521,378,99678,1.0,exchange,711.0,0.0
522,378,99679,3.0,refund,,3365.4
523,379,43129,1.0,refund,,811.16
524,379,43128,4.0,refund,,2778.3
525,380,50193,1.0,refund,,1896.85
526,380,50192,3.0,refund,,1997.91
527,381,85880,3.0,refund,,242.94
528,382,123456,5.0,exchange,860.0,0.0
529,382,123457,1.0,refund,,705.44
530,383,147837,3.0,refund,,323.5
531,384,135104,2.0,refund,,2637.92
532,385,124661,6.0,refund,,909.81
533,386,5014,1.0,refund,,1136.58
534,387,39537,2.0,refund,,2540.37
535,387,39535,4.0,exchange,203.0,0.0
536,388,113262,2.0,refund,,265.57
537,389,28107,1.0,exchange,197.0,0.0
538,390,22624,3.0,refund,,1828.85
539,390,22623,6.0,refund,,2487.22
540,391,89604,6.0,refund,,1446.19
541,391,89603,3.0,exchange,173.0,0.0
542,392,138062,3.0,exchange,133.0,0.0
543,393,134764,2.0,refund,,642.52
544,394,91332,5.0,refund,,3063.56
545,394,91331,1.0,refund,,233.91
546,395,28602,1.0,refund,,1389.22
547,396,20377,8.0,exchange,291.0,0.0
548,396,20380,3.0,refund,,2378.94
549,397,63695,4.0,refund,,3102.51
550,398,73491,4.0,refund,,2780.63
551,398,73492,9.0,exchange,81.0,0.0
552,399,137764,8.0,refund,,101.75
553,399,137765,1.0,refund,,2953.89
554,400,22802,2.0,refund,,1282.94
555,400,22801,2.0,exchange,109.0,0.0
556,401,98337,2.0,refund,,2866.84
557,402,87580,6.0,refund,,1028.21
558,402,87581,8.0,refund,,3680.63
559,403,85258,4.0,refund,,67.81
560,403,85261,1.0,refund,,2718.89
561,404,114918,8.0,refund,,2611.58
562,405,107044,2.0,refund,,1598.51
563,405,107045,7.0,refund,,864.7
564,406,89092,3.0,exchange,801.0,0.0
565,407,85316,9.0,refund,,3757.03
566,407,85314,2.0,exchange,257.0,0.0
567,408,77847,6.0,exchange,343.0,0.0
568,409,4880,2.0,exchange,300.0,0.0
569,409,4881,4.0,refund,,916.04
570,410,68724,10.0,refund,,1536.13
571,411,122359,6.0,refund,,143.69
572,412,49800,6.0,refund,,1462.39
573,413,134154,4.0,exchange,637.0,0.0
574,414,59286,2.0,refund,,3391.47
575,414,59287,1.0,refund,,909.81
576,415,13877,3.0,refund,,2642.82
577,416,99632,2.0,refund,,2787.35
578,416,99633,7.0,refund,,811.16
579,417,11064,3.0,exchange,649.0,0.0
580,418,114490,9.0,refund,,2843.46
581,418,114493,8.0,refund,,3892.05
582,419,129492,5.0,refund,,2417.32
583,420,118621,6.0,refund,,2342.94
584,420,118620,2.0,refund,,2694.24
585,421,129741,1.0,refund,,2974.82
586,421,129742,4.0,exchange,218.0,0.0
587,422,47826,4.0,refund,,2677.23
588,423,76744,4.0,refund,,2100.65
589,423,76743,2.0,refund,,1284.51
590,424,66520,1.0,exchange,648.0,0.0
591,425,132710,2.0,refund,,1827.76
592,426,128819,5.0,refund,,770.28
593,426,128821,3.0,refund,,1724.28
594,427,32722,5.0,refund,,1078.66
595,427,32724,4.0,refund,,2538.86
596,428,63828,5.0,exchange,788.0,0.0
597,429,30505,4.0,refund,,1038.34
598,429,30504,1.0,refund,,2023.3
599,430,110380,2.0,exchange,865.0,0.0
600,431,125722,1.0,refund,,134.34
601,431,125721,8.0,refund,,2326.21
602,432,32365,3.0,refund,,2902.38
603,432,32364,2.0,refund,,2164.79
604,433,21877,1.0,exchange,367.0,0.0
605,433,21879,1.0,refund,,3166.59
606,434,20261,3.0,refund,,1463.75
607,435,129474,1.0,exchange,352.0,0.0
608,436,85854,5.0,refund,,1686.84
609,437,148730,1.0,refund,,2542.44
610,437,148728,2.0,refund,,1826.88
611,438,113414,4.0,refund,,2301.52
612,438,113415,5.0,refund,,2116.68
613,439,36435,2.0,refund,,69.33
614,440,23849,2.0,refund,,2916.3
615,440,23848,7.0,exchange,983.0,0.0
616,441,137530,3.0,refund,,274.35
617,442,51606,3.0,refund,,3138.93
618,443,13488,2.0,refund,,3194.59
619,444,8172,9.0,refund,,162.93
620,444,8173,5.0,refund,,2412.74
621,445,65043,3.0,refund,,1598.51
622,446,110993,3.0,exchange,397.0,0.0
623,446,110991,2.0,exchange,46.0,0.0
624,447,15384,2.0,exchange,415.0,0.0
625,447,15385,6.0,refund,,2417.32
626,448,3571,1.0,refund,,2398.56
627,449,130208,5.0,refund,,1611.17
628,449,130206,7.0,refund,,3180.67
629,450,84030,3.0,refund,,2328.88
630,450,84028,3.0,exchange,17.0,0.0
631,451,5414,5.0,exchange,871.0,0.0
632,452,99649,1.0,refund,,2036.26
633,453,29334,5.0,refund,,2611.58
634,454,97417,6.0,refund,,3045.41
635,454,97418,1.0,refund,,2844.46
636,455,81992,1.0,refund,,3755.98
637,456,126087,10.0,refund,,1834.83
638,456,126086,4.0,refund,,2291.44
639,457,86229,1.0,refund,,543.46
640,457,86227,4.0,exchange,485.0,0.0
641,458,128184,4.0,refund,,1625.59
642,458,128185,1.0,refund,,1569.62
643,459,121779,4.0,refund,,1483.18
644,460,128762,5.0,refund,,2476.76
645,461,40583,2.0,refund,,2508.07
646,462,78575,3.0,refund,,1475.97
647,463,28451,7.0,refund,,776.14
648,464,146783,2.0,refund,,2734.36
649,465,12343,3.0,refund,,2665.92
650,465,12342,6.0,exchange,430.0,0.0
651,466,99883,4.0,refund,,1243.36
652,467,20270,5.0,refund,,588.46
653,468,14962,1.0,refund,,2554.55
654,469,57194,1.0,refund,,3194.59
655,470,37206,2.0,exchange,287.0,0.0
656,471,27125,3.0,refund,,101.75
657,471,27126,3.0,exchange,731.0,0.0
658,472,19494,7.0,refund,,1205.82
659,473,125888,3.0,exchange,347.0,0.0
660,474,16124,3.0,exchange,145.0,0.0
661,474,16123,8.0,refund,,400.85
662,475,47355,2.0,refund,,1153.05
663,476,115339,2.0,refund,,3495.43
664,477,34821,3.0,exchange,121.0,0.0
665,478,61021,4.0,refund,,887.99
666,478,61024,1.0,refund,,2557.48
667,479,56242,2.0,refund,,1569.81
668,479,56241,2.0,refund,,2462.33
669,480,22240,2.0,refund,,380.46
670,480,22241,1.0,exchange,508.0,0.0
671,481,80034,3.0,refund,,2219.2
672,481,80035,4.0,refund,,3554.57
673,482,25679,1.0,exchange,185.0,0.0
674,483,13340,1.0,refund,,2152.22
675,484,74004,4.0,refund,,3058.37
676,484,74003,2.0,refund,,1954.94
677,485,89849,2.0,refund,,347.44
678,485,89847,1.0,refund,,2217.71
679,486,21596,6.0,refund,,45.75
680,487,51434,4.0,exchange,670.0,0.0
681,487,51433,2.0,refund,,1636.08
682,488,96300,3.0,exchange,540.0,0.0
683,489,61534,3.0,exchange,134.0,0.0
684,490,88405,2.0,refund,,522.87
685,491,50329,2.0,exchange,708.0,0.0
686,491,50330,2.0,refund,,3683.74
687,492,100134,3.0,refund,,1485.46
688,492,100133,3.0,exchange,688.0,0.0
